polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,first_report,latest_report,stall_name,stall_description,stall_website
Benambra Public Hall,147.702843,Gippsland East District,,Benambra,,FALSE, Gibbo Street Benambra VR 51 C9,,VIC,-36.955047,FALSE,FALSE,,,,,,,,,
All Saints Parish Hall,144.996841,Northcote District,,Westgarth,,TRUE, corner High and Walker Streets Northcote 30 E12,,VIC,-37.783513,FALSE,FALSE,,,,,,,,,
Coongulla Hall,146.783088,Gippsland East District,,Coongulla,,FALSE, 5 Gillum Road Coongulla 82 E8,,VIC,-37.893026,FALSE,FALSE,,,,,,,,,
Riddells Creek Primary School,144.67978,Macedon District,,Riddell,,TRUE, 69-77 Main Road Riddells Creek 425 F2,,VIC,-37.46122,FALSE,TRUE,,,,,,,,,
Alfred Nuttall Kindergarten,145.022243,Northcote District,,Alphington North,,TRUE, 34 Separation Street Fairfield 31 A8,,VIC,-37.771814,FALSE,TRUE,,,,,,,,,
Glenmaggie Mechanics Institute,146.751051,Gippsland East District,,Glenmaggie,,FALSE, 21 Glenfalloch Road Glenmaggie 82 E8,,VIC,-37.895041,FALSE,FALSE,,,,,,,,,
Northcote Town Hall,144.997701,Northcote District,,Northcote,,FALSE, 189 High Street Northcote 30 E9,,VIC,-37.774756,TRUE,FALSE,,,,,,,,,
Bairnsdale West Primary School,147.6081,Gippsland East District,,Bairnsdale West,,FALSE, Wallace Street Bairnsdale 688 E7,,VIC,-37.82454,FALSE,FALSE,,,,,,,,,
Croxton School,144.98757,Northcote District,,Croxton,,TRUE, 159-165 Beaconsfield Parade Northcote 30 C6,,VIC,-37.76402,FALSE,TRUE,,,,,,,,,
Millwarra Primary School (Millgrove Campus),145.651407,Eildon District,,Millgrove,,FALSE, Cavanagh Road Millgrove 289 C4,,VIC,-37.753524,FALSE,FALSE,,,,,,,,,
Collingwood Senior Citizens Centre,144.993451,Richmond District,,Abbotsford,,TRUE, 4 Eddy Court Abbotsford 2C H10,,VIC,-37.803608,FALSE,FALSE,,,,,,,,,
Community Hall 106,144.996189,Richmond District,,Richmond North 106,,FALSE, 106 Elizabeth Street Richmond 2G K2,,VIC,-37.812239,FALSE,FALSE,,,,,,,,,
Fitzroy Town Hall,144.979901,Richmond District,,Atherton Gardens,,FALSE, 201 Napier Street Fitzroy 2C B9,,VIC,-37.80212,TRUE,FALSE,,,,,,,,,
Fitzroy Primary School,144.98151,Richmond District,,Fitzroy,,TRUE, 319 George Street Fitzroy 2C C7,,VIC,-37.7996,FALSE,TRUE,,,,,,,,,
Yarra Primary School Hall,145.007277,Richmond District,,Richmond Central,,TRUE, corner Davison and Kent Streets Richmond 2H E4,,VIC,-37.814834,FALSE,FALSE,,,,,,,,,
Community Hall 110,144.998439,Richmond District,,Richmond North 110,,FALSE, 110 Elizabeth Street Richmond 2G K2,,VIC,-37.812512,FALSE,FALSE,,,,,,,,,
Collingwood Secondary College,144.990369,Richmond District,,Collingwood,,FALSE, corner Cromwell Street and McCutcheon Way Collingwood 2C G9,,VIC,-37.802813,FALSE,FALSE,,,,,,,,,
Rangeview Primary School,145.205783,Ringwood District,,Mitcham South,,TRUE, 27 Churinga Avenue Mitcham 49 B12,,VIC,-37.828813,FALSE,TRUE,,,,,,,,,
St Ignatius Church Hall,144.997758,Richmond District,,Richmond,,TRUE, 326 Church Street (access via The Vaucluse) Richmond 2H A7,,VIC,-37.821932,FALSE,FALSE,,,,,,,,,
Toorak-South Yarra Library,144.999501,Prahran District,,Hawksburn,,FALSE, 338 Toorak Road South Yarra 2M A6,,VIC,-37.840213,TRUE,FALSE,,,,,,,,,
Yarra Glen Primary School,145.372464,Eildon District,,Yarra Glen,,FALSE, 35 Symond Street Yarra Glen 79 G4,,VIC,-37.649596,FALSE,FALSE,,,,,,,,,
Jamieson Memorial Hall,146.13787,Eildon District,,Jamieson,,FALSE, 15 Perkins Street Jamieson 330 C10,,VIC,-37.301954,FALSE,FALSE,,,,,,,,,
All Saints St Kilda East,144.992476,Prahran District,,St Kilda East,,FALSE, 2 Chapel Street St Kilda 2P H4,,VIC,-37.858273,FALSE,FALSE,,,,,,,,,
Our Lady of Lourdes School,145.009481,Prahran District,,Orrong,,TRUE, 7 Wynnstay Road East Prahran 2M F12,,VIC,-37.852297,FALSE,TRUE,,,,,,,,,
Alma Road Community House,145.007383,Prahran District,,Alma,,FALSE, 200 Alma Road St Kilda East 58 H9,,VIC,-37.863222,TRUE,FALSE,No bbq as at 9:30am,,,,,,,,
Toorak Primary School,145.009713,Prahran District,,Toorak Central,,TRUE, Canterbury Road Toorak 2M F8,,VIC,-37.844907,FALSE,TRUE,Artisan market!,,,,,,,,
Holy Family Parish / Primary School,145.238248,Dandenong District,,Doveton West,,FALSE, 100 Power Road Doveton 90 J8,,VIC,-37.990724,FALSE,FALSE,,,,,,,,,
Lyndale Greens Primary School,145.20553,Dandenong District,,Dandenong North,,FALSE, 42004 Oakwood Avenue Dandenong North 90 B1,,VIC,-37.96503,FALSE,FALSE,,,,,,,,,
Yarra Road Primary School,145.272819,Croydon District,,Yarra Road,,FALSE, Yarra Road Croydon North 36 H7,,VIC,-37.766502,FALSE,FALSE,,,,,,,,,
Monkami Centre Inc,145.29137,Croydon District,,Lincoln,,TRUE, 2 Dixon Avenue Croydon 51 B1,,VIC,-37.786005,FALSE,FALSE,Fresh flowers and Christmas trees for sale.,,,,,,,,
Lyndale Secondary College,145.20675,Dandenong District,,Lyndale,,FALSE, 170 Gladstone Road Dandenong North 81 B11,,VIC,-37.95778,FALSE,FALSE,,,,,,,,,
Pembroke Primary School,145.326608,Croydon District,,Mooroolbark South,,TRUE, Pembroke Road Mooroolbark 51 K3,,VIC,-37.796316,FALSE,FALSE,,,,,,,,,
Dandenong West Primary School,145.20042,Dandenong District,,Dandenong West,,FALSE, 32 Birdwood Avenue (access from Benga Avenue) Dandenong 90 A6,,VIC,-37.98074,FALSE,FALSE,,,,,,,,,
Yarraman Oaks Primary School,145.19153,Dandenong District,,Yarraman Oaks,,FALSE, 27 Liege Avenue Noble Park 89 J3,,VIC,-37.97029,FALSE,FALSE,,,,,,,,,
Dandenong South Primary School,145.211941,Dandenong District,,Dandenong South,,FALSE, William Avenue Dandenong 90 D10,,VIC,-37.997968,FALSE,FALSE,,,,,,,,,
Wooranna Park Primary School,145.21682,Dandenong District,,Wooranna Park,,FALSE, 89-105 Carlton Road Dandenong North 81 E12,,VIC,-37.9603,FALSE,FALSE,,,,,,,,,
Taggerty  Hall,145.712382,Eildon District,,Taggerty,,FALSE, 5 Taggerty-Thornton Road Taggerty 62 D7,,VIC,-37.321078,FALSE,FALSE,,,,,,,,,
Marysville Primary School,145.749163,Eildon District,,Marysville,,FALSE, 15 Falls Road Marysville 680 H10,,VIC,-37.511962,FALSE,FALSE,,,,,,,,,
Yarck CFA Fire Station,145.616433,Eildon District,,Yarck,,FALSE, Maroondah Highway Yarck 62 B3,,VIC,-37.101526,FALSE,FALSE,,,,,,,,,
Yea Shire Hall,145.426113,Eildon District,,Yea,,FALSE, High Street Yea 681 R9,,VIC,-37.21141,FALSE,FALSE,,,,,,,,,
Kangaroo Ground Primary School,145.215125,Eildon District,,Kangaroo Ground,,TRUE, 10 Graham Road Kangaroo Ground 271 E11,,VIC,-37.691649,FALSE,TRUE,,,,,,,,,
Healesville Memorial Hall,145.517397,Eildon District,,Healesville Central,,FALSE, 235-237 Maroondah Highway Healesville 721 R12,,VIC,-37.653437,FALSE,FALSE,,,,,,,,,
Arthurs Creek Primary School,145.2025,Eildon District,,Arthurs Creek,,FALSE, 900 Arthurs Creek Road Arthurs Creek 79 E3,,VIC,-37.579,FALSE,FALSE,,,,,,,,,
Mansfield Sporting Complex,146.0864,Eildon District,,Mansfield,,FALSE, 35 Highett Street Mansfield 330 D4,,VIC,-37.05517,FALSE,FALSE,,,,,,,,,
Flowerdale Primary School,145.29136,Eildon District,,Flowerdale,,FALSE, 3377 Whittlesea-Yea Road Flowerdale 418 H5,,VIC,-37.31692,FALSE,FALSE,,,,,,,,,
Dixons Creek Primary School,145.41352,Eildon District,,Dixons Creek,,FALSE, 1815 Melba Highway Dixons Creek 79 H3,,VIC,-37.59234,FALSE,FALSE,,,,,,,,,
Vision Australia Kooyong,145.033207,Malvern District,,Kooyong,,FALSE, 454 Glenferrie Road Kooyong 59D3,,VIC,-37.838789,FALSE,FALSE,,,,,,,,,
Templestowe Valley Primary School,145.109398,Bulleen District,,Templestowe Valley,,TRUE, 15 Birchwood Avenue Templestowe Lower 33 A5,,VIC,-37.760525,FALSE,FALSE,,,,,,,,,
St Clement of Rome Primary School,145.090204,Bulleen District,,Manningham,,FALSE, Egan Drive Bulleen 32 F7,,VIC,-37.767308,FALSE,FALSE,,,,,,,,,
St. Gregory's the Great Primary School,145.12283,Bulleen District,,St Gregory's,,TRUE, 396 Manningham Road Doncaster 33 D11,,VIC,-37.779991,FALSE,FALSE,,,,,,,,,
Templestowe Park Primary School,145.141742,Bulleen District,,Templestowe Park,,FALSE, 399 Church Road Templestowe 33 H4,,VIC,-37.755842,FALSE,FALSE,,,,,,,,,
Bulleen Heights School Manningham Road Campus,145.104913,Bulleen District,,Lower Templestowe,,FALSE, 221 Manningham Road Templestowe Lower 32 K9,,VIC,-37.771845,FALSE,FALSE,,,,,,,,,
Birralee Primary School,145.11334,Bulleen District,,Doncaster South,,TRUE, Heyington Avenue Doncaster 47 B2,,VIC,-37.79328,FALSE,FALSE,,,,,,,,,
Vista Valley Kindergarten,145.103124,Bulleen District,,Doncaster West,,FALSE, 3 Vista Street Bulleen 32 J10,,VIC,-37.777699,FALSE,FALSE,,,,,,,,,
Doncaster Primary School,145.12967,Bulleen District,,Doncaster,,TRUE, 40513 Council Street Doncaster 33 E12,,VIC,-37.7868,FALSE,FALSE,,,,,,,,,
Manningham Uniting Church Hall,145.129681,Bulleen District,,Templestowe,,TRUE, 104 Atkinson Street Street Templestowe 33 E4,,VIC,-37.755593,FALSE,FALSE,,,,,,,,,
Blackburn Primary School,145.15767,Box Hill District,,Blackburn North,,TRUE, corner Whitehorse and Surrey Roads Blackburn 48 A9,,VIC,-37.81754,FALSE,TRUE,,,,,,,,,
St Peter's Anglican Church Hall,145.127444,Box Hill District,,Box Hill,,TRUE, 1030 Whitehorse Road Box Hill 47 E9,,VIC,-37.818848,FALSE,TRUE,St Peter's Mini Market,,,,,,,,
Box Hill North Primary School,145.12331,Box Hill District,,Box Hill North,,FALSE, Elizabeth Street Box Hill North 47 D4,,VIC,-37.80079,FALSE,FALSE,,,,,,,,,
Blackburn High School,145.14989,Box Hill District,,Middlefield,,TRUE, 60 Springfield Road Blackburn 47 K7,,VIC,-37.81037,FALSE,TRUE,,,,,,,,,
City of Kingston Town Hall,145.036034,Bentleigh District,,Moorabbin Central,,FALSE, 985 Nepean Highway Moorabbin 77 D5,,VIC,-37.933699,FALSE,FALSE,,,,,,,,,
Berendale School,145.03181,Bentleigh District,,Berendale,,FALSE, 2 Berend Street Hampton East 77 C6,,VIC,-37.93896,FALSE,FALSE,,,,,,,,,
Tucker Road Primary School,145.04901,Bentleigh District,,Moorabbin South,,FALSE, 16 Tucker Road Bentleigh 77 G4,,VIC,-37.93254,FALSE,FALSE,,,,,,,,,
Ormond Primary School,145.03367,Bentleigh District,,Ormond West,,FALSE, 121 Wheatley Road (access via Murray Road) Ormond 68 C9,,VIC,-37.907,FALSE,FALSE,,,,,,,,,
Coatesville Primary School,145.07324,Bentleigh District,,Coatesville,,TRUE, 21 Mackie Road Bentleigh East 78 B1,,VIC,-37.92034,FALSE,TRUE,,,,,,,,,
McKinnon Public Hall,145.035849,Bentleigh District,,McKinnon,,FALSE, 118 McKinnon Road McKinnon 68 D10,,VIC,-37.910924,FALSE,FALSE,,,,,,,,,
Dakers Centre,145.942373,Gippsland South District,,Leongatha,,FALSE, corner Smith and Watt Streets Leongatha 710 B9,,VIC,-38.477309,FALSE,FALSE,,,,,,,,,
Dumbalk Public Hall,146.093935,Gippsland South District,,Dumbalk,,FALSE, Farmers Road Dumbalk 103 B2,,VIC,-38.533983,FALSE,FALSE,,,,,,,,,
Woodside Public Hall,146.876849,Gippsland South District,,Woodside,,FALSE, Woodside Beach Road Woodside 104 G2,,VIC,-38.525698,FALSE,FALSE,,,,,,,,,
Mirboo North Town Hall,146.154921,Gippsland South District,,Mirboo North,,FALSE, 30 Ridgway Street Mirboo North 710 F4,,VIC,-38.400802,FALSE,FALSE,,,,,,,,,
Moriac Community Centre,144.173006,South Barwon District,,Moriac,,TRUE, 830 Hendy Main Road Moriac 453 D3,,VIC,-38.245118,FALSE,TRUE,,,,,,,,,
Araluen Primary School,147.08906,Gippsland South District,,Sale East,,TRUE, 99 Patten Street Sale 693 T7,,VIC,-38.10805,FALSE,FALSE,Car boot sale!,,,,,,,,
Yarrawalla South Community Centre,144.032823,Murray Plains District,,Yarrawalla South,,FALSE, Yarrawalla South Road Yarrawalla 30 B6,,VIC,-36.178891,FALSE,FALSE,,,,,,,,,
Spensley St  Primary School,145.00388,Richmond District,,Clifton Hill,,TRUE, 193 Spensley Street Clifton Hill 2D C1,,VIC,-37.78679,FALSE,FALSE,,,,,,,,,
Highton Primary School,144.31708,South Barwon District,,Highton,,TRUE, 218 Roslyn Road Highton 451 C10,,VIC,-38.17216,FALSE,TRUE,,,,,,,,,
Christian College Geelong,144.311733,South Barwon District,,Waurn Ponds,,TRUE, 18 Burdekin Street (access via Thornhill Road) Highton 465 B2,,VIC,-38.186036,FALSE,FALSE,,,,,,,,,
East Reservoir Senior Citizens' Centre,145.018633,Preston District,,Reservoir North East,,FALSE, 7A Strathmerton Street Reservoir 19 A6,,VIC,-37.715936,FALSE,FALSE,,,,,,,,,
Richmond Senior Citizens Centre,145.001726,Richmond District,,Hosie,,FALSE, Hosie Street Richmond 2H B6,,VIC,-37.819487,FALSE,FALSE,,,,,,,,,
Nilma Primary School,145.97429,Narracan District,,Nilma,,FALSE, 76 Bloomfield Road Nilma 96 H4,,VIC,-38.16574,FALSE,FALSE,,,,,,,,,
Sacred Heart School,145.003768,Preston District,,Preston,,TRUE, 1 Clifton Grove Preston 30 G1,,VIC,-37.744807,FALSE,TRUE,,,,,,,,,
Wonga Park Primary School,145.274,Warrandyte District,,Wonga Park,,TRUE, 41 Dudley Road Wonga Park 24 H9,,VIC,-37.73064,FALSE,TRUE,,,,,,,,,
North Warrandyte Family Centre,145.214674,Warrandyte District,,North Warrandyte,,FALSE, 184 Research-Warrandyte Road North Warrandyte 23 D9,,VIC,-37.729423,FALSE,FALSE,,,,,,,,,
Warranwood Primary School,145.24662,Warrandyte District,,Warranwood,,TRUE, 1 Wellington Park Drive Warranwood 36 B9,,VIC,-37.774749,FALSE,TRUE,,,,,,,,,
East Doncaster Secondary College,145.15887,Warrandyte District,,Doncaster East,,FALSE, 20 George Street Doncaster East 34 B11,,VIC,-37.78217,FALSE,FALSE,,,,,,,,,
Youth Dimension,145.234369,Warrandyte District,,Warrandyte South,,TRUE, 58-64 Hall Road Warrandyte South 35 J8,,VIC,-37.768341,FALSE,TRUE,,,,,,,,,
Deep Creek Anglican Church Hall,145.16675,Warrandyte District,,The Pines,,FALSE, 460 Blackburn Road Doncaster East 34 D7,,VIC,-37.766673,FALSE,FALSE,,,,,,,,,
Doncaster Gardens Primary School,145.148064,Warrandyte District,,Doncaster Gardens,,FALSE, corner Sandhurst Avenue and Dehnert Street Doncaster East 33 K11,,VIC,-37.782124,FALSE,FALSE,,,,,,,,,
Park Orchards Community Centre,145.214885,Warrandyte District,,Park Orchards,,FALSE, Aviemore Avenue Park Orchards 35 D10,,VIC,-37.77904,FALSE,FALSE,,,,,,,,,
Donvale Primary School,145.17366,Warrandyte District,,Tunstall,,TRUE, Elata Street (access via Argyle Street) Donvale 48 E4,,VIC,-37.80049,FALSE,TRUE,,,,,,,,,
Donburn Primary School,145.16552,Warrandyte District,,Donburn,,FALSE, 24-28 Colchester Drive Doncaster East 48 C1,,VIC,-37.78746,FALSE,FALSE,,,,,,,,,
Lake Boga Community Centre,143.630975,Murray Plains District,,Lake Boga,,FALSE, Cemetery Road Lake Boga 14 C9,,VIC,-35.464892,FALSE,FALSE,,,,,,,,,
St Gabriel's School Hall,145.004219,Preston District,,Reservoir Central,,TRUE, corner Viola and Olive Streets Reservoir 18 G6,,VIC,-37.718115,FALSE,TRUE,Election day fete,,,,,,,,
Buln Buln Primary School,145.93817,Narracan District,,Buln Buln,,FALSE, 15 Old Sale Road Buln Buln 96 H3,,VIC,-38.09935,FALSE,FALSE,,,,,,,,,
Hill End Mechanics Institute Hall,146.144793,Narracan District,,Hill End,,FALSE, 2494 Willow Grove Road Hill End 97 D2,,VIC,-38.003596,FALSE,FALSE,,,,,,,,,
Erica Memorial Hall,146.371526,Narracan District,,Erica,,FALSE, 14 School Road Erica 81 G9,,VIC,-37.978693,FALSE,FALSE,,,,,,,,,
Cora Lynn Recreation Reserve Hall,145.60823,Narracan District,,Cora Lynn,,FALSE, Bunyip River Road Cora Lynn 96 B4,,VIC,-38.144515,FALSE,FALSE,,,,,,,,,
Drouin Primary School,145.85384,Narracan District,,Drouin,,TRUE, 153-161 Princes Way Drouin 706 E7,,VIC,-38.13286,FALSE,FALSE,,,,,,,,,
Darnum Primary School,145.9997,Narracan District,,Darnum,,FALSE, 6 Graham Street Darnum 97 B5,,VIC,-38.18773,FALSE,FALSE,,,,,,,,,
Ellinbank Primary School,145.93563,Narracan District,,Ellinbank,,FALSE, 13 Community Place Ellinbank 96 G5,,VIC,-38.24023,FALSE,FALSE,,,,,,,,,
Willow Grove Community Centre,146.178436,Narracan District,,Willow Grove,,FALSE, Moe-Willow Grove Road Willow Grove 97 D3,,VIC,-38.071356,FALSE,FALSE,,,,,,,,,
Drouin South Primary School,145.82682,Narracan District,,Drouin South,,TRUE, Westernport Road Drouin South 96 F4,,VIC,-38.17057,FALSE,TRUE,,,,,,,,,
Ardeer Primary School,144.800492,St Albans District,,Ardeer,,FALSE, Suspension Street Ardeer 26 A11,,VIC,-37.781294,FALSE,FALSE,,,,,,,,,
Cranbourne South Primary School,145.24508,Hastings District,,Cranbourne South,,TRUE, corner Pearcedale and Browns Roads Cranbourne South 137 A3,,VIC,-38.14839,FALSE,FALSE,,,,,,,,,
T.P. Taylor Community Centre,146.125104,Gippsland South District,,Sandy Point,,FALSE, Church Parade Sandy Point 711 N11,,VIC,-38.829544,FALSE,FALSE,,,,,,,,,
Golden Beach Community Hall,147.399798,Gippsland South District,,Golden Beach,,FALSE, 40482 Surf Edge Golden Beach 99 H5,,VIC,-38.211326,FALSE,FALSE,,,,,,,,,
St.Paul's Anglican Church Hall,145.231492,Ringwood District,,Ringwood,,TRUE, 40 Warrandyte Road Ringwood 49 H7,,VIC,-37.809749,FALSE,TRUE,,,,,,,,,
Woodlands Primary School,145.20502,Hastings District,,Woodlands Primary,,FALSE, 10 Gum Nut Drive Langwarrin 132 B 12,,VIC,-38.13568,FALSE,FALSE,,,,,,,,,
Devon Meadows Community Hall,145.302095,Hastings District,,Devon Meadows,,FALSE, corner Worthing and Cross Roads Devon Meadows 138 D7,,VIC,-38.162368,FALSE,FALSE,,,,,,,,,
Somerville Rise Primary School,145.16775,Hastings District,,Somerville West,,FALSE, Blacks Camp Road Somerville 148 D2,,VIC,-38.23003,FALSE,FALSE,,,,,,,,,
Woodford Primary School,142.484744,South-West Coast District,,Woodford,,FALSE, 8 Victoria Street Woodford 89 J7,,VIC,-38.316681,FALSE,FALSE,,,,,,,,,
Hastings Public Hall,145.194342,Hastings District,,Hastings,,FALSE, 3 High Street Hastings 154 K11,,VIC,-38.307946,FALSE,FALSE,,,,,,,,,
Langwarrin Public Hall,145.191818,Hastings District,,Langwarrin Hall,,FALSE, Cranbourne - Frankston Road Langwarrin 103 J4,,VIC,-38.15161,FALSE,FALSE,,,,,,,,,
Sunshine Harvester School,144.845966,St Albans District,,Sunvale,,FALSE, 132 Hertford Road Sunshine 27 A12,,VIC,-37.783063,TRUE,FALSE,,,,,,,,,
Albion North Primary School,144.823094,St Albans District,,Albion North,,FALSE, 67-73 Furlong Rd Sunshine North 26 F6,,VIC,-37.762724,FALSE,FALSE,,,,,,,,,
Burwood Heights Primary School,145.162611,Forest Hill District,,Burwood Heights,,FALSE, corner Mahoneys and Hawthorn Roads Burwood East 62 C5,,VIC,-37.847182,FALSE,FALSE,,,,,,,,,
Camelot Rise Primary School,145.18803,Forest Hill District,,Camelot,,TRUE, Galahad Crescent Glen Waverley 62 H10,,VIC,-37.86524,FALSE,FALSE,,,,,,,,,
1st Vermont Scout Group,145.196076,Forest Hill District,,Vermont North,,TRUE, 483-485 Canterbury Road Vermont 62 K2,,VIC,-37.835689,FALSE,FALSE,,,,,,,,,
St Lukes Roman Catholic School,145.146215,Forest Hill District,,Blackburn South,,TRUE, 46 Orchard Grove Blackburn South 61 J2,,VIC,-37.835483,FALSE,TRUE,,,,,,,,,
Holbury Childrens Centre,145.15907,Forest Hill District,,Forest Hill,,TRUE, 29 Raleigh Street Blackburn South 62 B3,,VIC,-37.839374,FALSE,TRUE,Sold out!,,,,,,,,
Vermont Secondary College,145.200832,Forest Hill District,,Morack,,TRUE, 27-63 Morack Road Vermont 63 A4,,VIC,-37.844126,FALSE,FALSE,,,,,,,,,
Highvale Primary School,145.17421,Forest Hill District,,Highvale,,TRUE, 33 Ashton Street Glen Waverley 62 E10,,VIC,-37.8664,FALSE,FALSE,,,,,,,,,
St James Primary School,145.209429,Forest Hill District,,Eastmont,,TRUE, 51 Centre Road Vermont 63 C2,,VIC,-37.836488,FALSE,FALSE,,,,,,,,,
Burwood East Special Developmental School,145.14212,Forest Hill District,,Manooka,,FALSE, 18 Manooka Street Burwood East 61 H8,,VIC,-37.8572,FALSE,FALSE,,,,,,,,,
Parkmore Primary School,145.17573,Forest Hill District,,Parkmore,,TRUE, Jolimont Road Forest Hill 62 F4,,VIC,-37.84363,FALSE,TRUE,,,,,,,,,
Chandler Park Primary School - Maralinga Campus,145.186791,Keysborough District,,Maralinga,,FALSE, 9 Maralinga Avenue Keysborough 89 H7,,VIC,-37.986253,FALSE,FALSE,,,,,,,,,
Healesville High School,145.530102,Eildon District,,Healesville,,FALSE, 10 Camerons Road Healesville 721 Q1,,VIC,-37.643773,FALSE,FALSE,,,,,,,,,
Bonnie Doon Community Centre (Library),145.852598,Eildon District,,Bonnie Doon,,FALSE, 75 Arnot Street Bonnie Doon 62 F2,,VIC,-37.025576,FALSE,FALSE,,,,,,,,,
Narbethong Community Hall,145.659628,Eildon District,,Narbethong,,FALSE, 606 Maroondah Highway Narbethong 80 C3,,VIC,-37.551057,FALSE,FALSE,,,,,,,,,
Panton Hill Primary School,145.23956,Eildon District,,Panton Hill,,TRUE, 585 Kangaroo Ground - St Andrews Road Panton Hill 263 K9,,VIC,-37.64161,FALSE,FALSE,,,,,,,,,
Yarraburn Centre,145.613745,Eildon District,,Yarra Junction,,FALSE, 1 Park Road Yarra Junction 288 E7,,VIC,-37.780704,FALSE,FALSE,,,,,,,,,
Hoddles Creek Primary School,145.597418,Eildon District,,Hoddles Creek,,FALSE, 700 Gembrook-Launching Place Road Hoddles Creek 80 B7,,VIC,-37.831275,FALSE,FALSE,,,,,,,,,
Millwarra Primary School (Warburton East Campus),145.7354,Eildon District,,Warburton East,,FALSE, Woods Point Road Warburton East 291 B9,,VIC,-37.742164,FALSE,FALSE,,,,,,,,,
Goughs Bay Fire Station,146.06461,Eildon District,,Piries-Goughs Bay,,FALSE, corner Walshs Road and Howes Creek Road Goughs Bay 3723 63 C4,,VIC,-37.176991,FALSE,FALSE,,,,,,,,,
Eastwood Primary School,145.253336,Ringwood District,,Eastwood,,FALSE, Alexandra Road Ringwood East 50 C9,,VIC,-37.817101,FALSE,FALSE,,,,,,,,,
Mt Pleasant Road Primary School,145.180832,Ringwood District,,Nunawading South,,TRUE, Mt Pleasant Road Nunawading 48 G12,,VIC,-37.828632,FALSE,TRUE,,,,,,,,,
Ringwood North Primary School,145.23074,Ringwood District,,Ringwood North,,FALSE, 172 Oban Road Ringwood 49 H2,,VIC,-37.79313,FALSE,FALSE,,,,,,,,,
Ringwood North Primary School,145.23074,Ringwood District,,Ringwood North,,FALSE, 172 Oban Road Ringwood 49 H2,,VIC,-37.79313,FALSE,FALSE,,,,,,,,,
Ringwood Heights Primary School,145.216904,Ringwood District,,Ringwood Heights,,TRUE, Summit Crescent Ringwood 49 E5,,VIC,-37.803836,FALSE,TRUE,Election Day Market,,,,,,,,
Alexandra Secondary College,145.701838,Eildon District,,Alexandra,,FALSE, 86 Downey Street Alexandra 680 C4,,VIC,-37.194638,FALSE,FALSE,,,,,,,,,
