Polling Location Name,Venue Name,Type,Electorate 1,Electorate 2,Property Name,Flat Number,Street Number,Street Name,Street Type,Locality,Postcode,Melway/Vicroads Ref,Longitude,Latitude
Polwarth State EO,Polwarth State Election Office,Election Office,Polwarth District,,,,6,Murray,Street,Colac,3250,92 B7,143.591622000112,-38.3397839998868
Altona State EO,Altona State Election Office,Election Office,Altona District,,,,108,Pier,Street,Altona,3018,54 H10,144.830963000137,-37.8662949998773
Eildon State EO,Eildon State Election Office,Election Office,Eildon District,,,,1995,Warburton,Highway,Launching Place,3139,287 D7,145.568241000151,-37.7797259998756
Eltham State EO,Eltham State Election Office,Election Office,Eltham District,,,,Level 1/,1 Peel,Street,Eltham,3095,21 G6,145.138676000143,-37.7199689998744
Euroa State EO,Euroa State Election Office,Election Office,Euroa District,,,,16-18,Station,Street,Seymour,3660,61 D2,145.138687000143,-37.0237079998605
Mornington State EO,Mornington State Election Office.,Election Office,Mornington District,,,,28,Milgate,Drive,Mornington,3931,145 K3,145.060795000141,-38.2354649998847
Narre Warren North State EO,Narre Warren North State Election Office,Election Office,Narre Warren North District,,,6,74-80,Melverton,Drive,Hallam,3803,96 H2,145.275307000145,-38.0128079998803
Niddrie State EO,Niddrie State Election Office,Election Office,Niddrie District,,,,12,Howes,Street,Airport West,3042,16 A5,144.889941000138,-37.7146149998743
Rowville State EO,Rowville State Election Office,Election Office,Rowville District,,,,14/5,Kelletts,Road,Rowville,3178,72 K10,145.238298000145,-37.9106359998782
South West Coast State EO,South West Coast State Election Office,Election Office,South-West Coast District,,,,48,Kepler,Street,Warrnambool,3280,89J8,142.48103400009,-38.3835389998877
Ovens Valley State EO,Ovens Valley State Election Office,Election Office,Ovens Valley District,,,,2a/14-24,Parfitt,Road,Wangaratta,3677,34 G7,146.333038000167,-36.352507999847
Shepparton State EO,Shepparton State Election Office,Election Office,Shepparton District,,,,57,Benalla,Road,Shepparton,3630,32 H8,145.419085000148,-36.3842679998477
Bayswater State EO,Bayswater State Election Office,Election Office,Bayswater District,,,Unit 3,24,Longstaff,Road,Bayswater,3153,62 K2,145.283711000146,-37.8344129998767
Croydon State EO,Croydon State Election Office,Election Office,Croydon District,,,Unit 1,37-51,Lusher,Road,Croydon,3136,50 J5,145.278848000146,-37.8034179998761
Dandenong State EO,Dandenong State Election Office,Election Office,Dandenong District,,,,279,Lonsdale,Street,Dandenong,3175,91A E6,145.213846000144,-37.9871799998797
Gippsland South State EO,Gippsland South State Election Office,Election Office,Gippsland South District,,,,40,McCartin,Street,Leongatha,3953,96 H9,145.944725976064,-38.4770310336424
Melton State EO,Melton State Election Office,Election Office,Melton District,,,,1/16,Harrison,Court,Melton,3337,337 E11,144.598747000132,-37.6940479998739
Mordialloc State EO,Mordialloc State Election Office,Election Office,Mordialloc District,,,,14-16,Bond,Street,Mordialloc,3195,87 K9,145.104883000142,-37.9926489998799
Morwell State EO,Morwell State Election Office.,Election Office,Morwell District,,,,64,Church,Street,Traralgon,3844,98 A5,146.535939000171,-38.1935099998839
South Barwon State EO,South Barwon State Election Office,Election Office,South Barwon District,,,Lot 1,8,Winki,Way,Torquay,3228,493 C12,144.318694000126,-38.3096639998862
Bass State EO,Bass State Election Office,Election Office,Bass District,,,,1/20,Inverloch,Road,Wonthaggi,3995,102 C3,145.603606000152,-38.6065029998921
Burwood State EO,Burwood State Election Office,Election Office,Burwood District,,,6,154,Highbury,Road,Burwood,3125,61 A7,145.112528000142,-37.8556909998771
Ferntree Gully State EO,Ferntree Gully State Election Office,Election Office,Ferntree Gully District,,,,500,Burwood Highway (corner Tyner,Road),Wantirna South,3152,64 A12,145.243599116812,-37.8722913915441
Tarneit State EO,Tarneit State Election Office,Election Office,Tarneit District,,,7,3-4,Desire,Place,Hoppers Crossing,3029,207 C1,144.720689000134,-37.8760519998775
Thomastown State EO,Thomastown State Election Office,Election Office,Thomastown District,,,,Suite 2,62 Keon,Parade,Thomastown,3074,8 K12,145.02005300014,-37.6956009998739
Carrum State EO,Carrum State Election Office,Election Office,Carrum District,,,5,684-700,Frankston-Dandenong,Road,Carrum Downs,3201,98 G1,145.18160076681,-38.0873527082151
Warrandyte State EO,Warrandyte State Election Office.,Election Office,Warrandyte District,,,2,860,Doncaster,Road,East Doncaster,3109,47 J1,145.144164000143,-37.7872839998757
Ivanhoe State EO,Ivanhoe State Election Office,Election Office,Ivanhoe District,,,,179,Burgundy,Street,Heidelberg,3084,31 K4,145.063978000141,-37.7561189998751
Balwyn,Balwyn Baptist Church,Voting Centre,Box Hill District,,,,517,Whitehorse,Road,Surrey Hills,3127,46 F8,145.090446589341,-37.8137240925006
Apollo Bay,Apollo Bay Senior Citizens Centre,Voting Centre,Polwarth District,,,,4,Whelan,Street,Apollo Bay,3233,101 C6,143.666222000113,-38.7547579998951
Eaglemont,Bellfield Community Centre,Voting Centre,Ivanhoe District,,,,,corner of Oriel Road and Banksia Street,,Bellfield,3081,31 E4,145.038192750141,-37.7562515832085
Spring Gully,Spring Gully Tennis Club,Voting Centre,Bendigo East District,,,,,Spring Gully,Road,Spring Gully,3550,44 F6,144.285262920669,-36.7916469778332
Darling,Caulfield Grammar School - Malvern,Voting Centre,Malvern District,,,,,Harold,Avenue,Glen Iris,3146,59H10,145.052412871086,-37.8636661387907
Kooyong,H.A. Smith Reserve,Voting Centre,Malvern District,Hawthorn District,,,458,Glenferrie,Road,Hawthorn,3122,59C2,145.033345066807,-37.8362234832101
Lyndhurst West,Lyndhurst Primary School,Voting Centre,Cranbourne District,,,,70,Brookwater,Parade,Lyndhurst,3975,129 C7,145.25418216325,-38.0742031826453
Bass,Bass Valley Community Centre,Voting Centre,Bass District,,,,2-4,Bass School,Road,Bass,3991,95 J9,145.465275033483,-38.484515408223
Red Cliffs,St Joseph's School Red Cliffs,Voting Centre,Mildura District,,,,17,Fitzroy,Avenue,Red Cliffs,3496,3 D6,142.188124000084,-34.302360999806
Yarrunga,Our Lady's Primary School,Voting Centre,Ovens Valley District,,,,52-60,White,Street,Wangaratta,3677,664 G12,146.320294347504,-36.3725928688866
Newborough,Newborough Public Hall,Voting Centre,Morwell District,,,,18,Balfour,Street,Newborough,3825,700 K7,146.291788316832,-38.1868372582171
Pakenham Lakeside,Pakenham Lakeside Primary School,Voting Centre,Bass District,,,,23,Shearwater,Drive,Pakenham,3810,215 E6,145.439255465124,-38.0680389219905
Toorak,Toorak Uniting Church Hall,Voting Centre,Malvern District,,,,603,Toorak,Road,Toorak,3142,2M K7,145.01951400014,-37.8419139998768
Edenhope,Senior Citizens Building,Voting Centre,Lowan District,,,,54-56,Langford,Street,Edenhope,3318,NULL,141.299217000066,-37.0368469998607
Sandringham,Sacred Heart Parish School,Voting Centre,Sandringham District,,,,11,Fernhill Road (enter via Sandringham,Road),Sandringham,3191,76 H9,145.008626605747,-37.9514834532545
Blackburn South,St Luke's Roman Catholic School,Voting Centre,Forest Hill District,,,,46,Orchard,Grove,Blackburn South,3130,61 J2,145.146214650143,-37.83548255821
Rosebud,Rosebud Memorial Hall,Voting Centre,Nepean District,,,,994,Point Nepean,Road,Rosebud,3939,158 D12,144.900159900138,-38.3563394248871
Findon,Findon Primary School,Voting Centre,Mill Park District,Bundoora District,,,5,Cuthbert,Drive,Mill Park,3082,9 G4,145.050760863185,-37.666492489982
Preston South,Preston South Primary School,Voting Centre,Northcote District,Preston District,,,56b,Hotham,Street,Preston,3072,30 H2,145.00776370014,-37.7479699165416
Eltham Woods,Eltham Woods Pre-School,Voting Centre,Eltham District,,,,50a,Frank,Street,Eltham,3095,22 D3,145.167305000143,-37.7079009998742
Balmoral,Balmoral Memorial Hall,Voting Centre,Lowan District,,,,26,Glendinning,Street,Balmoral,3407,508J9,141.842177,-37.248662
Middlefield,Old Orchard Primary School,Voting Centre,Box Hill District,,,,,corner Adina and Lantana,Streets,Blackburn North,3130,47 K6,145.150411367144,-37.8069028491568
Golf Links,Rosanna Fire Station Community House,Voting Centre,Ivanhoe District,,,,232,Lower Plenty,Road,Rosanna,3084,20B11,145.072474000141,-37.7388519998748
Traralgon North,Traralgon Secondary College - West Campus,Voting Centre,Morwell District,,,,,Grey,Street,Traralgon,3844,98 A5,146.51949000017,-38.1914199998838
Hughesdale,Hughesdale Community Centre,Voting Centre,Oakleigh District,,,,corner,Poath and Kangaroo,Roads,Hughesdale,3166,69 C7,145.076588791808,-37.8979915082113
Brighton East,Melbourne Montessori School,Voting Centre,Brighton District,,,,741,Hawthorn,Road,Brighton East,3187,67 K11,145.01761700014,-37.9119009998782
Ferny Creek,Ferny Creek Primary School,Voting Centre,Monbulk District,,,,,School,Road,Ferny Creek,3786,75 A3,145.334720000147,-37.8842099998777
Dargo,Dargo Public Hall,Voting Centre,Gippsland East District,,,,177,Lind,Avenue,Dargo,3862,65 E9,147.250882000185,-37.4554909998691
Woodlands Primary,Woodlands Primary School,Voting Centre,Hastings District,,,,10,Gum Nut,Drive,Langwarrin,3910,132 B 12,145.205020000144,-38.1356799998827
Wantirna South,Wantirna South Primary School,Voting Centre,Ferntree Gully District,,,,,Tyner,Road,Wantirna South,3152,63 J12,145.236990433478,-37.8723898415441
Frankston Beach,St Pauls Anglican Church Hall,Voting Centre,Frankston District,,,,corner,Bay and High,Streets,Frankston,3199,100A A9,145.118845371672,-38.1474357566107
Bentleigh East,Bentleigh Secondary College,Voting Centre,Bentleigh District,,,,,Vivien,Street,Bentleigh East,3165,77 J3,145.059910000141,-37.9276699998786
Coburg North,Coburg Special Development School,Voting Centre,Pascoe Vale District,,,,187-195,Gaffney,Street,Coburg North,3058,17 E10,144.952057145192,-37.7330776931026
Nambrok,Nambrok-Denison Primary School,Voting Centre,Gippsland South District,,,,947,Sale-Cowwarr,Road,Nambrok,3847,98F2,146.874695914136,-38.0544054846271
Fawkner Park,Christchurch Grammar School,Voting Centre,Prahran District,,,,677,Punt,Road,South Yarra,3141,2L E5,144.98615200014,-37.8391079998768
Bayles,Bayles Hall,Voting Centre,Bass District,,,,660,Koo Wee Rup-Longwarry,Road,Bayles,3981,96 B4,145.569960000151,-38.1781459998836
Ludstone,Ludstone Scout Hall,Voting Centre,Brighton District,,,,corner,Ludstone and Kingston,Streets,Hampton,3188,76 J5,145.012856038358,-37.9339345733792
Lyndhurst,Lyndhurst Secondary College,Voting Centre,Cranbourne District,,,,950,South Gippsland,Highway,Cranbourne North,3977,129 G7,145.26938921584,-38.0750178919287
Avondale Heights Central,St Martin De Porres Catholic Church Hall,Voting Centre,Niddrie District,,,,158,Military,Road,Avondale Heights,3034,27 E5,144.860965226329,-37.7584060984156
Wendouree West,Yuille Park Community College,Voting Centre,Wendouree District,,,,,Violet,Grove,Wendouree,3355,561 R12,143.820273970433,-37.5275955602111
Doreen,Ivanhoe Grammar School - Plenty Campus,Voting Centre,Yan Yean District,,,,730,Bridge Inn,Road,Doreen,3754,391 B11,145.114737197486,-37.6041423129318
Canadian,Canadian Lead Primary School,Voting Centre,Buninyong District,,,,301,Otway,Street South,Canadian,3350,566 G11,143.87591,-37.57297
Orrvale,Orrvale Primary School,Voting Centre,Shepparton District,,,,300,Channel,Road,Orrvale,3631,32 J8,145.440001000149,-36.4103479998482
Craigieburn West,Willmott Park Primary School,Voting Centre,Yuroke District,,,,54-56,Dorchester,Street,Craigieburn,3064,386 H7,144.921420000138,-37.5914599998718
Ascot Vale East,Ascot Vale Uniting Church,Voting Centre,Essendon District,,,,60,Maribyrnong,Road,Moonee Ponds,3039,28 H9,144.922189000138,-37.7721649998754
Hume Central,Hume Central Secondary College - Dimboola Campus,Voting Centre,Broadmeadows District,,30-54 Dimboola Road,,,(access via Johnstone Street carpark),,Broadmeadows,3047,6 F8,144.911088921197,-37.679882311138
Collingwood,Collingwood Secondary College,Voting Centre,Richmond District,,,,Corner,Cromwell Street and McCutcheon,Way,Collingwood,3066,2C G9,144.990440969843,-37.8030404597121
Croydon East,Ruskin Park Primary School,Voting Centre,Croydon District,,,,18-20,Ruskin,Avenue,Croydon,3136,51C4,145.297530280564,-37.7990253149623
Tanjil South,Tanjil South Centenary Hall,Voting Centre,Narracan District,,,,383,Moe-Willow Grove,Road,Tanjil South,3825,97000,146.247480885443,-38.1095871560409
Manooka,Burwood East Special Developmental School,Voting Centre,Forest Hill District,,,,18,Manooka,Street,Burwood East,3151,61 H8,145.142120000143,-37.8571999998771
Templestowe Heights,Templestowe Heights Primary School,Voting Centre,Bulleen District,,,,276-300,High,Street,Templestowe Lower,3107,33 C7,145.120439665283,-37.7665229234863
Deans Marsh,Deans Marsh Public Hall,Voting Centre,Polwarth District,,,,,Pennyroyal Valley,Road,Deans Marsh,3235,92 G8,143.884839675118,-38.3990433915546
Berriwillock,Berriwillock Community Centre,Voting Centre,Mildura District,,,,69,Taverner,Street,Berriwillock,3531,18 H4,142.994677,-35.636033
Metung,Metung Primary School,Voting Centre,Gippsland East District,,,,90,Stirling,Road,Metung,3904,84F8,147.852378308054,-37.8831800184455
Doncaster East,East Doncaster Secondary College,Voting Centre,Warrandyte District,,,,20,George,Street,Doncaster East,3109,34 B11,145.15790762834,-37.7822586500734
Geelong East,Geelong East Primary School,Voting Centre,Geelong District,,,,184,Boundary,Road,Geelong East,3219,452 G11,144.382723025128,-38.1754011415502
Croydon Central,Croydon Primary School,Voting Centre,Croydon District,,,,corner,Kent Avenue and Croydon,Road,Croydon,3136,50J2,145.281154125146,-37.7933040832092
Walwa,Walwa Servicemen's Memorial Hall,Voting Centre,Benambra District,,,,56,Main,Street,Walwa,3709,37 D1,147.737237658528,-35.9639818498393
Wodonga South,Wodonga Middle Years College - Huon Campus,Voting Centre,Benambra District,,,,22-24,Mitchell,Street,Wodonga,3690,35 G4,146.890693266634,-36.1314262685092
St Andrews,St Andrews Primary School,Voting Centre,Eildon District,,,,25,Caledonia,Street,St Andrews,3761,394 G10,145.269830000145,-37.602319999872
Fairhills,Fairhills Primary School,Voting Centre,Ferntree Gully District,Bayswater District,,,,Manuka,Drive,Ferntree Gully,3156,64-F11,145.265185925145,-37.8697080415441
Echuca East,Echuca East Primary School,Voting Centre,Murray Plains District,,,,21-31,Eyre,Street,Echuca East,3564,596 K8,144.761110000135,-36.1340499998427
Seaford North,Seaford North Primary School,Voting Centre,Carrum District,,,,,Hallifax,Street,Seaford,3198,97 F11,145.134390728502,-38.0896312719849
Burwood West,Melbourne Chinese Christian Church Hall,Voting Centre,Hawthorn District,,,,29,Summerhill,Road,Glen Iris,3146,60 C6,145.076882000142,-37.851391999877
Melton West,Melton Secondary College,Voting Centre,Melton District,,,,207,Coburns,Road,Melton West,3337,336 H8,144.567111878007,-37.6821692053292
Ocean Grove,The Wave Ocean Grove Baptist Church,Voting Centre,Bellarine District,,,,corner,Wallington Rd and Lake Avenue,,Ocean Grove,3326,483 E10,144.507585958463,-38.2582152498852
Clyde,Clyde Public Hall,Voting Centre,Bass District,Cranbourne District,,,30,Railway,Road,Clyde,3978,134 K11,145.329562000147,-38.1317659998826
Beulah,Beulah Memorial Hall,Voting Centre,Mildura District,,,,70,Phillips,Street,Beulah,3395,548 H3,142.420776,-35.93896
Myrrhee,Myrrhee Primary School,Voting Centre,Ovens Valley District,,,,1673,Benalla-Whitfield,Road,Myrrhee,3732,48 G5,146.318312000166,-36.7382709998548
Tarrington,Lutheran School Hall,Voting Centre,Lowan District,,,,7901,Hamilton,Highway,Tarrington,3301,73 C6,142.094787075082,-37.767093191542
Starling,St Scholastica's Community Centre,Voting Centre,Burwood District,,,,4-8,Starling,Street,Bennettswood,3125,61 D6,145.126168600143,-37.8518849332104
Keon Park,Keon Park Children's Hub,Voting Centre,Preston District,,,,1-7,Dole,Avenue,Reservoir,3073,19 A1,145.02133200014,-37.700876999874
Caulfield West,Shelford Girls' Grammar,Voting Centre,Caulfield District,,,,3,Hood,Crescent,Caulfield,3161,67 J1,145.011489991807,-37.8776123582109
Vermont North,1st Vermont Scout Group,Voting Centre,Forest Hill District,,,,483-485,Canterbury,Road,Vermont,3133,62 K2,145.196076000144,-37.8356889998767
Drouin South,Drouin South Primary School,Voting Centre,Narracan District,,,,3061,Westernport,Road,Drouin South,3818,96 F4,145.826820000157,-38.1705699998834
Mount Waverley North,Mount Waverley Secondary College - Senior Campus,Voting Centre,Mount Waverley District,,,,,Lechte Road (access via Beaufort,Street),Mount Waverley,3149,61 F11,145.132410000143,-37.8681589998774
Heatherton North,St Andrew's Catholic Parish School,Voting Centre,Clarinda District,,,,96,Bunney,Road,Clayton South,3169,78 K5,145.106498634591,-37.9347355296806
Ringwood North,Ringwood North Primary School,Voting Centre,Ringwood District,Warrandyte District,,,172,Oban,Road,Ringwood,3134,49 H2,145.230669687351,-37.7923178273283
Brim,Brim Memorial Hall,Voting Centre,Lowan District,,,,28a,Swann,Street,Brim,3391,548C3,142.416434000088,-36.0760079998415
Sale North,Sale College Gymnasium Guthridge Campus,Voting Centre,Gippsland South District,,,,279-295,Guthridge,Parade,Sale,3850,693 R4,147.082235000182,-38.0968779998819
Manangatang,Manangatang Community Centre,Voting Centre,Mildura District,,,,1,Wattle,Street,Manangatang,3546,587 S12,142.882002377276,-35.0569815318485
Highvale,Highvale Primary School,Voting Centre,Forest Hill District,,,,33,Ashton,Street,Glen Waverley,3150,62 E10,145.17387724919,-37.8671786789436
